lat,long
-118.3493452,33.8117715
-4.2423927,55.862111
NA,NA
NA,NA
100.5723925,13.8484754
NA,NA
NA,NA
NA,NA
-73.9625727,40.8075355
-106.6197812,35.0843187
-105.908634,35.700306
-105.271659,40.007934
-106.308695,35.882553
-73.99653169999999,40.7314808
-0.4727493,51.5321389
-0.035408,51.47427099999999
-78.6722691,35.7871726
-121.7539531,38.540831
0.9453733999999999,51.87605569999999
-122.0619941,37.90716
-94.5952858,44.3009706
-9.1564303,38.7558844
-122.0619941,37.90716
-9.156394299999999,38.74783250000001
-122.0619941,37.90716
0.427964,51.736605
-4.2423927,55.862111
-4.2423927,55.862111
-4.2423927,55.862111
NA,NA
NA,NA
NA,NA
100.5718449,13.8446263
100.5254447,13.7647355
NA,NA
NA,NA
-85.467815,43.3955831
18.3571529,-34.043023
18.6515208,-33.9199194
NA,NA
-83.7382241,42.2780436
NA,NA
-73.98863109999999,40.7553432
-83.7345223,42.2788651
-106.6197812,35.0843187
77.225267,28.590222
