ID,lat,lon
984,-79.3959518,43.6609086
985,-79.3959518,43.6609086
986,-79.3959518,43.6609086
987,-79.3959518,43.6609086
988,-79.3959518,43.6609086
989,-79.3959518,43.6609086
990,9.2117516,48.7118737
991,9.2117516,48.7118737
992,9.2117516,48.7118737
993,9.2117516,48.7118737
994,9.2117516,48.7118737
995,9.2117516,48.7118737
996,24.9312608,60.171412
997,24.9312608,60.171412
998,24.9312608,60.171412
999,24.9312608,60.171412
1000,-25.6755944,37.7412488
1001,-25.6755944,37.7412488
1002,-25.6755944,37.7412488
1003,-25.6755944,37.7412488
1004,-25.6755944,37.7412488
1005,-9.1553804,38.7565253
1006,-9.1553804,38.7565253
1007,-8.3962368,41.5607319
1008,-0.366743,43.313937
1009,8.5482561,45.9238586
1010,-96.7929623,33.2760882
1011,-155.0927196,19.6983268
1012,4.9564709,52.3553728
1013,7.0790238,43.6140136
1014,-72.9233497,41.3167876
1015,-86.233384,41.700596
1016,-86.233384,41.700596
